Survey_id,District_code,District_Name,Taluk_code,Taluk_Name,Hobli_code,Hobli_Name,Village_code,Village_Name,Year_code,Years,Season_code,Season,Cropname,Crop_Extent,CropSurveyDate,Month,Weekname,Latitude,Longtitude,Image_url
444497771,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Betel Nuts (Areca nuts),1-78-0.00,2020-10-02,NULL,NULL,12.6872322,75.4619771,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ180NTYvT05fMi9PbmVfMTYwMTYxNjEwMTA1OS5qcGc=
444497773,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Betel Nuts (Areca nuts),0-30-0.00,2020-10-02,NULL,NULL,12.687234,75.4619823,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ180NTcvT05fMi9PbmVfMTYwMTYxNjE3MjA0OC5qcGc=
444497773,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Coconut,0-30-0.00,2020-10-02,NULL,NULL,12.6872481,75.4619675,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ180NTcvT05fMi9PbmVfMTYwMTYxNjIwMjkxMS5qcGc=
444505505,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Betel Nuts (Areca nuts),0-1-0.00,2020-10-02,NULL,NULL,12.6823981,75.475526,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18yNjAyL09OXzcvT25lXzE2MDE2MTMwNzIzMDkuanBn
444505505,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Coconut,0-1-0.00,2020-10-02,NULL,NULL,12.6823923,75.4755282,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18yNjAyL09OXzcvT25lXzE2MDE2MTMwODgzODcuanBn
444505505,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Pepper (Black),0-1-0.00,2020-10-02,NULL,NULL,12.6823912,75.4755283,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18yNjAyL09OXzcvT25lXzE2MDE2MTMxMTQ5MTMuanBn
444505514,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Betel Nuts (Areca nuts),0-30-0.00,2020-10-02,NULL,NULL,12.6824031,75.4755276,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18xMDMxL09OXzEvT25lXzE2MDE2MTMxNTM1NzcuanBn
444505514,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Coconut,0-11-50.00,2020-10-02,NULL,NULL,12.6824074,75.4755312,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18xMDMxL09OXzEvT25lXzE2MDE2MTMxNzYwODkuanBn
444505514,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Pepper (Black),0-10-0.00,2020-10-02,NULL,NULL,12.6824086,75.4755318,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18xMDMxL09OXzEvT25lXzE2MDE2MTMxOTM1ODkuanBn
444505526,24,Dakshina kannada,5,Sullia,2,PANJA,1,AIVATTOKLU,118,2020-2021,1,Kharif,Betel Nuts (Areca nuts),0-1-0.00,2020-10-02,NULL,NULL,12.6824176,75.4755255,https://kodi.karnataka.gov.in/crop_image/image?key=L09GRklDRVJfS0hBUklGX0NST1BfSU1BR0VTL0ltYWdlcy9ZQ18xMTgvU0NfMS9EQ18yNC9UQ181L0hDXzIvVkNfMS9MQ18yMjM4L09OXzMvT25lXzE2MDE2MTMzMzIwNjkuanBn
